Link,Title,Authors,MainIdea,Problems,Solutions,THRIVE,Implement
https://drive.google.com/file/d/19tnbBfNfPKmtej3Y7T8MaDyrHh37fU94/view?usp=sharing,Report by the Commission on the Measurement of Economic Performance and Social Progress,"Joseph E. Stiglitz, Amartya Sen, Jean-Paul Fitoussi","This report aimed to improve the state of statistical information about the economy and society, covering the limits of GDP, best indicators of social progress, and the appropriate presentation of statistical information. ",There is a gap between the measurements and perceptions of socio-economic variables due to inaccurent measurements methods or collected variables that don't capture certain phenomena like quality of life. ,"This report emphasizes the importance of measuring both current well-being (economic resources like income and other non-economic aspects) and its sustainability. Focus on trends in consumption, collect info on objective and subjective aspects of well-being, pragmatically measure sustainability, and collect information on environmental pressures indicators.",Economic Stability,"Identify and advocate for the societal values held by our communities, uplift scientific voices regarding environmental indicators to consider, involve stakeholders in the identification of priorities, work on developing better metric for assessing economic performance and social progress. "
https://drive.google.com/file/d/19alWHt80t_sL7Q3PJHfAGaTN0i1M65e_/view?usp=sharing,Benefits Cliff Coaching Program Beta: Learning & Insights,Leap Fund,"This PPT explains Leap Fund’s Benefits Cliff Coaching Program Beta to help clients identify and navigate benefits cliffs (i.e., when earning more money results in a net loss due to public benefit loss) empowering low-income workers to make informed financial and career decisions","IN CF as elsewhere people may be unaware of benefits cliffs, and fear of losing benefits drives risk-averse decisions (e.g. declining raises or more hours); public benefits systems lack transparency and proactive guidance; ;cliffs force peopleto choose between income and stability","Leap Fund trained 270 coaches from 40 orgs → reaching 670 clients with a benefits cliff calculator and coaching tools--the tools revealed hidden benefits eligibility and provided clear, personalized financial projections →  75% of clients using the tool pursued new jobs/hours; 44% made plans to apply for new benefits; coaches IDed optimal points in client journeys to introduce cliffs (intake, graduation, income planning); multilingual and non-citizen-accessible materials were developed",Economic Stability,"Train THRIVE-affiliated financial and workforce coaches to use Leap Fund’s calculator to help clients plan job decisions, wage increases, or transitions off benefits; fund a CF-specific version of the benefits cliff calculator that includes state/local policy variables (SNAP, TANF, housing vouchers, etc); financial responsibility public campaign? "
https://drive.google.com/file/d/158BCtd25gWuJ2nw3ebp2i_QwASPm_nJM/view?usp=sharing,The Economic Empowerment Program: 5 Years of Transforming Lives,"Sanctuary for Families – Hon. Judy Harris Kluger, Angelo J. Rivera, Sarah Hayes, Saloni Sethi","EEP, a New York State workforce development program for survivors of gender violence, offering holistic support and structured career training to help participants transition into living-wage jobs, receives its 5-year programmatic review and evaluation","Like New York State, Central Florida has significant issues with domestic violence, homelessness, and chronic poverty among participants; digital divide, low literacy/English proficiencyy; gaps in childcare, housing, financial support; lack of trauma-informed workforce programming; nreliable or exploitative low-wage work cycles; gaps in public benefits versus true economic stability

","15-week, multi-phase training including literacy, Microsoft Office certification, professional development, internships; wraparound supports (e.g., stipends, MetroCards, meals, childcare); trauma-informed, social work-led programming; alumni network and Career Advancement Network; employer partnerships for internships and job placements
",Economic Stability,"Fund economic “mobility hub” modeled after EEP in Florida/Central FL with emphasis on domestic violence survivors, embedding economic empowerment coaching into family shelter and DV support services; partner with local colleges to offer subsidized certifications (e.g., Microsoft Office, bookkeeping, pharmacy tech) and pipeline → jobs
"
https://drive.google.com/file/d/14tYoyg7su7RjAenx8vDO4Q4dLij2iCr_/view?usp=sharing,What Is the Gender Wage Gap in Your State?,Megan Wisniewski - US Census Bureau`,"Census Bureau brief analyzing gender wage gaps at the national and state levels using ACS 2019 data, including differences by occupation and state-level wage gaps","In FL women earn less than men across the most common occupations, w pronounced occupational segregation is pronounced (women concentrated in lower-paying occupations like service, retail, and care work); tourism-driven economy includes many gender-segregated, lower-wage roles",Leverage the Census interactive tool to generate CF-specific data visualizations for public campaigns?,Economic Stability, Support CF workforce development partners in building gender-focused upskilling pathways?
https://drive.google.com/file/d/14tYoyg7su7RjAenx8vDO4Q4dLij2iCr_/view?usp=sharing,"In Puerto Rico, No Gap in Median Earnings Between Men and Women",Megan Wiesniewski (U.S. Census Bureau),"Examines gender wage gaps across U.S. states using 2019 ACS data, highlighting occupational differences and narrowing disparities.",Persistent national gender wage gap (women earn $0.83 per $1 for men); occupational segregation contributes to uneven pay distribution.,Use data visualization tools to identify wage disparities by state and occupation; promote equitable pay policies and job diversification.,Economic Stability,Analyze local workforce data to identify pay inequities; collaborate with employers and education systems to expand women’s access to higher-paying occupations and leadership roles.
https://drive.google.com/file/d/13bm_RUa7nTgYhsykAG33RPzFS4Rhufzb/view?usp=sharing,Hospitality workers need investment in their digital skills,National Skills Coalition,Many hospitality workers lack essential digital skills needed to adapt to rapidly changing technology in the workplace.,"Large share of workers in hospitality and service sectors have limited or no digital literacy, restricting job mobility and wage growth.","Invest in upskilling programs, promote industry-led digital training, and leverage federal policies like the Digital Equity Act to expand access.",Economic Stability,"Partner with local hospitality employers, workforce boards, and colleges to fund digital literacy programs that prepare workers for tech-driven roles."
https://drive.google.com/file/d/11GH4O1T_w5TFGPpP1lAxVbNzwm_6HZi8/view?usp=sharing,Next Steps on the Child Tax Credit,Robert Greenstein,"Short term reforms of the CTC should prioritize making the CTC fully refundable, esp for the most vulnerable, without cutting other supports for low-income families","CTC not fully refundable, excluding nearly 19 million of the poorest children (disproportionately Black and Latino); high-income families still receive full benefits while low-income families do not","restore and prioritize full refundability of the CTC, especially for very poor families, young children, and children of disabled or elderly caretakers",Economic Stability,-
https://drive.google.com/file/d/1_Yzvd-IVQS0X7KPT2gH-1tMkO7PzCJsJ/view?usp=sharing,Employer Hiring Plans Jump for Class of 2022 Graduates,Kevin Gray,"Tight 2022 labor market indicated growing optimism among employers with 60% rating jobmarket for new grads as ""very good"" or ""excellent""",2022 stats no longer reflect hiring reality of 2025,"Expand college-to-career partnerships between employers and regional institutions like UCF, Valencia, and HBCUs to ensure pathways from graduation to employment are equitable",Economic Stability,-
https://drive.google.com/file/d/1_QCSWjJZao1FWGlK04Dgra2hqX9Vczu0/view?usp=sharing,Where Are the Jobs? – Career Exploration & Credentialing Guide for Central Florida,"CareerEdge Funders Collaborative, UpliftED ","Overview of high-demand, entry-level career pathways in Central Florida, especially for individuals with a career certificate or associate degree",Regional skills gap; awareness gap re: high-opportunity careers that don't require a bachedlors' degree,"Guide advocates for increased awareness and enrollment in career certificate programs, especially in Advanced Manufacturing, Healthcare, Construction, Hospitality, IT/Finance, and Logistics; stackable credentials, on-the-job training, and real wage progression",Economic Stability,"Expand awareness campaigns that promote career certificates and apprenticeships as viable alternatives to 4-year degrees; partner with CareerSource Central Florida and local colleges to host hands-on “career preview” events for youth and adults; CREATE MORE DOCUMENTS JUST LIKE THIS ONE - EXTRAORDINARILY GOOD
"
https://drive.google.com/drive/u/5/folders/1HbwWZAlPJ1W_kwTRM4KnVMaVI7PTESHP,Connecting People with Charitable Food Through New Home Delivery Partnerships,"Urban Institute (Income and Benefits Policy Center; Center on Labor, Human Services, and Population)","Examines how home delivery partnerships, such as DoorDash Project Dash, can improve access to charitable food for populations with barriers.",Seniors and individuals with mobility limitations or chronic health conditions face difficulty accessing food pantries; transportation and time barriers; potential lack of sustainable funding.,"Expand home delivery programs; secure sustainable funding through philanthropy, government, and private sector partnerships; increase delivery frequency and geographic coverage; integrate delivery with complementary services.",Economic Stability,Support partnerships between private delivery services and non-profits; identify long-term funding streams; target delivery services to populations with mobility or transportation barriers; integrate with local food security programs.
https://drive.google.com/drive/folders/1J3p5YRRVJY1IxgfrAtQhzSExyGFAZasi,"Less Poverty, More Prosperity: The Florida Fiscal Cliffs Report",Florida Chamber Foundation,"Small income increases– or ""cliffs""– in social services often disqualify families from receiving financial assistance. These cliffs may cause people to pass on raises, positions, or promotions because it might disqualify them. ","Poverty in families and lack of economic stability, generational poverty","Amend current eligibility policies (particularly in the School Readiness Program) to reduce the ""cliff effect,"" incentivise efforts to increase earnings and reach economic self-sufficiency. Two-generational strategies (focusing on needs of parent and child), early learning interventions and incestments, increase access to transportation and services.",Economic Stability,"Advocate for School Readiness Program and other policy amendments to reduce these ""hard cliff"" effects to include only ""soft cliffs"" or ideally bridges to provide families with greater access to resources. "
https://docs.google.com/document/d/1E_Jm5WuvsF8gaiLi0n9PUg5iApDuYyrD/edit?usp=sharing&ouid=116737849449196756203&rtpof=true&sd=true,First Workforce Data Released for 2021,Orlando Economic Partnership,"Orlando region, mid pandemic, faced deep labor market disruptions, esp in leisiure & hospitality",Massive job losses in leisure/hospitality in Orlando's largest pre-pandemic sector; labor force shrinkage; daunting reskilling scale ,"Diverisification of Orlando economy beyond yourism (e.g., tech, prof/business services, advanced manufacturing); sector=based training, esp for young adults; local talent retention strategies; ",Economic Stability,"Programs for short-term credentialing and on-the-job learning for displaced workers and scale career transition programs for healthcare, logistics, tech;"
,Advancing Economic Mobility in our Communities,CFLeads,"Shows how community foundations, through the Economic Mobility Action Network, effectively advanced economic mobility by integrating racial equity into their strategies, partnerships, and policy efforts","Community foundations often lacked the internal capacity, authentic community engagement, data use, and policy influence needed to effectively advance racial equity and economic mobility. ","Strengthening racial equity capacity, engaging residents as partners, using disaggregated data, collaborating across sectors, and actively shaping publc policy to drive systemic change.",Economic Stability,"By embedding racial equity into its framework, partnering with impacted communities, leveraging data to drive decisions, aligning with cross-sector allies, and advocating for policy changes that promote economic mobility. "
,Map the Meal Gap 2018,Feeding America,"The report provides detailed, county and district-level estimates of food insecurity and meal costs across the US. It shows where food insecurity is the most severe and the hurdles to meet basic needs, particularly among children and rural populations.","Central Florida faces these challenges as well, including high rates of child food insecurity, uneven access to affordable food, and a significant number of residents who are food insecure but earn too much to qualify for SNAP or other federal programs. ","Central Florida can improve outcomes by supporting community-based food distribution, subsidizing meal programs for ineligible families, and aligning philanthropic and nonprofit efforts to fill service gaps left by federal programs.",Economic Stability,"The THRIVE working group can use Map the Meal Gap data to prioritize high-need counties in Central Florida, advocate for equitable food systems, and collaborate with food banks and schools to expand access."
,Job Seekers with Criminal Records Get Second Chance with New Law,"Micah Saul, McNees Wallace & Nurick LLC",Pennsylvania’s 2016 law restricts employer access to certain criminal records by limiting background check disclosures,"Professionals with criminal records face very rough hiring market, making re-integration into society more difficult ",Hring policies that balance second chances with risk management; advocate for or design local legislative frameworks that address background check transparency and fairness; provide legal aid and resources for applicants navigating record sealing or expungement; encourage reentry programs to support formerly incarcerated individuals with training and employment; promote community dialogues on fair hiring and public safety tradeoffs,Economic Stability,"Partner with legal aid, reentry organizations, and courts to facilitate applicant petitions for record sealing and educate on the process"
,Lessons Learned from Implementation of the Food Insecurity Screening and Referral Program at Kaiser Permanente Colorado,"Sandra Hoyt Stenmark, MD; John F Steiner, MD, MPH; Sanjana Marpadga, MSc;
Marydale DeBor, JD; Kathleen Underhill; Hilary Seligman, MD, MAS","Kaiser Permanente Colorado integrated routine food insecurity screening into clinical care using validated questions (Hunger Vital Sign), embedded referrals via EHR to community partners like Hunger Free Colorado, and co‑located nutrition services and a food pantry to systematically identify and address patients’ food needs, improving health outcomes and care engagement. ","Central Florida healthcare systems similarly lack systematic screening for food insecurity, have limited EHR infrastructure for referral workflows, and face barriers like insufficient clinic–community partnerships, staff time constraints, and lack of nutrition services integration.","Based on Kaiser’s model, Central Florida could standardize food insecurity screening using tools like the Hunger Vital Sign, build EHR-triggered referral pathways to partners (e.g., Feeding America networks, local pantries), co-locate nutrition services, and use team-based care roles to share referral workloads.",Economic Stability,"THRIVE can pilot a clinical screening initiative in select Central Florida clinics: train providers on the Hunger Vital Sign, configure EHR prompts linked to community resource lists, establish formal referral agreements with local food partners, and build a workflow that includes follow-up and monitoring of food assistance uptake."
,The State of Senior Hunger in 2020 ,"Feeding America, Dr. James P. Ziliak, Dr. Craig Gundersen ","Food insecurity among U.S. seniors has grown significantly over the past two decades, with 6.8% of those aged 60 and older food insecure and 2.6% experiencing very low food security in 2020, creating ongoing public health and nutrition challenges.","Central Florida seniors, particularly Black and Hispanic residents, lower-income households, renters, and those aged 60-69, remain highly vulnerable to food insecurity, which can exacerbate poor health outcomes and strain community resources.","CFF can fund senior-focused food assistance programs, expand access to SNAP enrollment support, partner with local food banks and meal delivery services, and support nutrition education programs tailored for older adults. ",Economic Stability,"THRIVE can coordinate with nonprofits, faith-based organizations, and local agencies to identify high-need senior populations, distribute food resources efficiently, monitor food security trends over time, and develop outreach campaigns to ensure seniors are aware of and can access available nutrition programs. "
,Dangerous By Design 2022 ,"Ken Rose, Charles Brown, Rayla Bellis ","Pedestrian fatalities in the U.S. reached record highs during the COVID-19 pandemic, driven by streets designed for fast-moving cars rather than safety, with low-income communities and people of color disproportionately affected.","Central Florida residents, particularly in low-income neighborhoods and among Black and Native American populations, face dangerous walking conditions due to a lack of sidewalks, marked crosswalks, safe recreational areas, and high-speed arterial roads, resulting in rising pedestrian injuries and deaths. ","CFF can fund projects that redesign streets for pedestrian safety, including adding sidewalks, crosswalks, traffic calming measures, and safe recreational spaces, while also supporting advocacy efforts to prioritize safety over vehicle speed in transportation planning. ",Economic Stability,"THRIVE can partner with local municipalities, transportation agencies, and community organizations to identify high-risk areas, implement pedestrian safety infrastructure, run public education campaigns on safe walking, and track injury and fatality data to guide ongoing safety improvements. "
,"Dangerous by Design: Orlando-Sanford- Kissimmee Region and Florida Top Lists as Most Dangerous for Pedestrians 
",Bike/Walk Central Florida ,"The Orlando-Sanford-Kissimmee region and the State of Florida rank among the most dangerous areas in the U.S. for pedestrians, though local efforts like Vision Zero, Complete Streets policies, and traffic safety programs have begun reducing fatalities and improving pedestrian safety.","Central Florida continues to face high pedestrian injury and death rates due to car-centric road designs, inadequate crosswalks, wide lanes, and insufficient funding for pedestrian infrastructure, putting residents at ongoing risk.

","CFF can fund initiatives that expand pedestrian infrastructure, such as sidewalks, crosswalks, and traffic-calming measures, support community education programs to improve driver and pedestrian behavior, and provide grants to local organizations advocating for safer streets and equitable urban design.
",Economic Stability,"THRIVE can partner with municipalities, the Best Foot Forward coalition, and MetroPlan Orlando to identify high-risk areas, coordinate funding for infrastructure improvements, organize community awareness campaigns, and track pedestrian injury and fatality data to evaluate program effectiveness and guide further safety investments. "
,Orange County Housing For All 10-Year Action Plan ,Orange County ,"The Housing for All Action Plan is a 10-year strategy for Orange County that seeks to increase housing supply, improve affordability, and create diverse, integrated neighborhoods through regulatory reform, new financial resources, targeted development, and community engagement.","Central Florida faces a growing population and a housing shortage, compounded by high costs, limited affordable options, and regulatory barriers that restrict the development and preservation of diverse housing types.","CFF can support affordable housing by funding nonprofit developers through revolving loan programs, contributing to a local housing trust fund, promoting financial literacy programs for homebuyers and renters, and advocating for policies that remove regulatory barriers to diverse and affordable housing development.",Economic Stability,"THRIVE can partner with local governments, community organizations, and developers to identify sites for affordable housing, coordinate outreach and educational programs for prospective renters and buyers, track funding impact, and facilitate collaborations that ensure equitable access to housing near transit, jobs, and opportunity-rich neighborhoods."
,Hispanic homeownership sees steady growth in the US,N/A,"Hispanic homeownership in the U.S. has seen steady growth for eight consecutive years despite market challenges, and Latinos are projected to drive 70% of national homeownership growth over the next two decades due to their young, growing, and increasingly affluent population. 
","Despite growth, many Latino households still face barriers such as limited access to credit, high interest rates, low housing inventory, and affordability challenges, particularly for first-time buyers and multigenerational families in Central Florida.","CFF can support Latino homeownership by funding down payment assistance programs, financial literacy and credit-building initiatives, partnerships with local banks and credit unions for affordable mortgage products, and community education on homebuying processes.",Economic Stability,"THRIVE can identify Central Florida neighborhoods with growing Latino populations, collaborate with real estate professionals and nonprofit housing organizations to run workshops on homeownership, provide mentorship for first-time buyers, and track participation and outcomes to ensure equitable access to affordable housing opportunities. "
,Improving Housing Affordability and Stability to Advance Health Equity,Robert Wood Johnson Foundation ,"Safe, stable, and affordable housing is associated with better physical and mental health. Millions of American families, especially families of color, are denied this. ","For the past century, discriminatory housing policies such as redlining and exclusionary zoning have created residential segregation and disinvestment in communities of color, leading to unequal opportunities, poorer health outcomes, and even shorter life expectancy.","Expand affordable housing development in historically underserved neighborhoods, strengthen fair housing enforcement, increase federal and state funding for housing assistance, and invest in community infrastructure to reduce segregation’s effects.",Economic Stability,"Fund local housing equity initiatives, partner with legal aid organizations to combat housing discrimination, support nonprofits building affordable housing in marginalized communities, and convene cross-sector coalitions to align public and private investments toward integrated, opportunity-rich neighborhoods."
,Displaced in America ,New America ,"5 million Americans lose their homes through foreclosures and evictions each year, causing adverse effects on families and communities. New America and its partners created the National Housing Loss Index, which ranks US counties on their combined eviction and foreclosure rates. ","The findings show that the United States faces a severe housing loss crisis, worsened by the pandemic’s impact on stagnant wages, a shortage of affordable housing, limited federal housing support, and discriminatory policies that fuel displacement.","CFF can partner with local governments, nonprofits, and housing organizations to fund eviction prevention programs, expand access to affordable housing, and advocate for policy changes addressing wage stagnation and housing discrimination.",Economic Stability,"Use the National Housing Loss Index to identify high-risk counties in Central Florida, coordinate with housing advocacy groups, and direct resources toward rent relief, legal aid for tenants, and community-based housing stability initiatives."
,Foundational Digital Skills ,Urban Institute ,"The infographic outlines that digital skills are becoming more and more necessary throughout the American workforce, even in fields that traditionally didn’t require them. ","16% of adults lack basic digital skills, with higher rates for some groups, such as 35% of Hispanic adults, 41% of adults with less than a high school diploma, and 22% of black adults. ","CFF can fund community-based digital literacy programs, partner with local employers to offer free or low-cost training, and provide grants for technology access in underserved communities.",Economic Stability,"Thrive can coordinate with libraries, schools, and nonprofit organizations to host digital skills workshops, connect participants with mentorship opportunities, and advocate for regional workforce policies that prioritize equitable access to digital training."
,"Hospitality Workers need need investment in their digital skills 
",National Skills Coalition ,"As the American job market continues to undergo massive technological transformation, there are some workers who are being left behind. One in ten Americans are employed in the hospitality sector, and a significant part of them are not digitally equipped to handle new technological innovations in the workplace. ",An alarming percentage of American hospitality workers lack the digital skills necessary to keep up in their jobs. ,"CFF could create a grant program specifically for digital skill-building, funding community-based training centers, nonprofit tech-bootcamps, and scholarships for certifications in high-demand digital fields. ",Economic Stability,"Thrive can partner with libraries, schools, and workforce agencies to host free digital skills workshops, provide loaner laptops and software access, and establish mentorship networks connecting trainees with tech professionals. They can also track participant employment outcomes to demonstrate impact and attract further investment."
,The Cost of Connectivity 2020 ,Open Technology Institute ,This is an infographic analyzing the average cost of monthly internet plans across various countries and cities. ,The United States is #1 for highest average monthly internet price. ,"CFF could support initiatives that expand affordable broadband access, such as funding community Wi-Fi programs, partnering with local ISPs to offer subsidized plans, etc. ",Economic Stability,"Thrive can collaborate with local governments, schools, and nonprofits to pilot free or low-cost internet zones in underserved neighborhoods, integrate internet access into existing community resource hubs, and measure the impact on education, job access, and healthcare connectivity. "
,Guidance for Workforce Development Professionals on Preparing Employers to Engage in Conversation With Young Workers ,"Michael Bradley, Hannah Lantos, and Vanessa Sacks","Young adults are the fastest-growing group of workers, and their perspectives are important. Employers should learn to interact with their younger workers in a way that improves the workplace. ","
Employers often create strategies to improve retention and productivity without meaningfully engaging young workers, missing insights into their needs, experiences, and aspirations.
","CFF can help employers engage young workers through committees, focus groups, and projects that elevate youth perspectives in workplace decisions. Workforce program staff can facilitate these interactions to ensure conversations are meaningful, productive, and reflective of young workers’ needs and aspirations. ",Economic Stability,"Thrive can partner with employers to build structured youth engagement channels while training staff to effectively guide employer-youth dialogue. By embedding youth-centered design and scaling successful pilot projects, Thrive can ensure young workers’ voices shape workforce practices and policy. "
,Short Shifted ,"Stephanie Luce, Sasha Hammad, and Darrah Sipe ","Retailers are increasingly using “lean” scheduling practices, such as unpredictable and just-in-time shifts, which maximize profits but create severe instability for workers struggling with low wages and underemployment. ","Workers face irregular hours, on-call shifts with little notice, part-time limbo, barriers to advancement, wage theft, and difficulty balancing work with childcare or school, leaving many economically insecure despite the growing retail sector.","Support policies that mandate predictable work schedules, stronger enforcement of wage protections, and incentives for full-time work; promote union representation and collective bargaining to ensure fair hours, wages, and career development opportunities.",Economic Stability,"Collaborate with local retailers to pilot fair scheduling programs, provide resources and training for workers to organize or join unions, advocate for local and state policy reforms around predictable scheduling, and create community workshops on worker rights and income stability."
,Women in the Workplace 2020 ,McKinsey and Company ,"The Covid-19 pandemic has intensified workplace challenges, particularly for women and caregivers, creating burnout, career disruptions, and heightened stress, while also presenting an opportunity for companies to rethink flexibility, remote work, and employee support.","Women, especially women of color, face disproportionate job losses, stalled careers, and the emotional and logistical strain of “double shifts,” with 1 in 4 considering downshifting or leaving the workforce, threatening gender diversity and long-term leadership pipelines.","Encourage companies to invest in flexible work policies, support managers in alleviating non-critical workloads, expand remote work options, and provide resources for work-life balance and caregiving support.",Economic Stability,"Develop programs to help local businesses implement remote work policies and flexible scheduling, offer training for managers on employee well-being and equity, and provide workshops or resources specifically for women and caregivers to maintain career growth and stability."
,Opportunity Knocks: Lessons Learned From Leveraging Opportunity Talent ,Dr. David DeLong & Jaimie Francis ,"Employers facing labor shortages are broadening recruiting efforts to include traditionally marginalized groups, or Opportunity Population (OP) talent, and using strategic workforce planning to better identify, communicate, and fill critical jobs. ","Despite efforts to hire OP talent, many employers struggle to fully integrate these workers into their workforce, facing gaps in demand projections, credential alignment, and access to untapped talent pools.","Encourage employers to adopt data-driven workforce planning, standardize competency and credential communication, analyze and expand talent sources, co-design talent supply chains with partners, and implement continuous improvement processes to diversify and strengthen their workforce.",Economic Stability,"Develop programs to help employers forecast job demand and identify critical skills, facilitate partnerships with educational institutions and community organizations to expand OP talent pipelines, and provide guidance on continuous improvement and talent supply chain management to ensure sustained hiring success."
,Designing Career and Technical Education Programs that Help Students Get Good Jobs ,Shayne Spaulding and Madeleine Sirois ,"Postsecondary education programs, particularly short-term career and technical education (CTE) programs, must be workforce-aligned to help students, especially nontraditional and underserved learners, secure good jobs with family-sustaining wages and opportunities for advancement. ","Many college graduates struggle to find well-paying jobs in their field, while employers face difficulty filling entry-level positions; structural barriers, low income, and high debt hinder nontraditional students’ access to education and career pathways.","Design programs that center students’ workforce goals, align curricula with local labor market demand, provide enhanced support for nontraditional learners, and involve employers in shaping program content to ensure students gain relevant skills. ",Economic Stability,"Partner with educational institutions to implement workforce-aligned program frameworks, provide resources and guidance for student-centered design, and facilitate collaborations between colleges and employers to expand pathways for diverse learners into high-demand jobs."
,Rethinking Gender Pay Inequity in a More Transparent World ,"Mita Goldar, Christopher Ryan, and Ahu Yildirmaz ","Gender pay disparities persist in the U.S. workforce, driven by differences in base pay and incentive pay at hiring and amplified over time, creating long-term earnings gaps between men and women. ","Women are more likely to start in lower-paying jobs, receive smaller bonuses, and face systemic biases in recruitment, promotion, and performance evaluation, which cumulatively limit career advancement and total earnings. ","Employers should identify and address pay inequities at hiring, establish transparent incentive and bonus structures, and implement equitable promotion and performance review practices to reduce systemic gender bias. ",Economic Stability,"Thrive can provide data-driven insights and tools to track pay equity, advise organizations on best practices for equitable compensation and incentives, and support implementation of transparent promotion and bonus policies to ensure fair treatment of all employees."
,CareerSource Central Florida Regional Skills Analysis ,Lightcast ,"CareerSource Central Florida (CSCF) connects residents to careers while developing skilled talent for businesses. The region is rapidly growing, highly diverse, and faces both workforce shortages and equity challenges.","Central Florida faces an aging workforce, post-pandemic disruptions, and a mismatch between education and employer demand. Many workers are underemployed or stuck in low-wage jobs, with people of color disproportionately represented.","CSCF can use Lightcast data to identify skill gaps and promote career pathways in high-demand fields such as Business & Finance, Education & Library Services, and IT & Math. These sectors offer good wages, growth potential, and multiple entry points for a diverse range of workers.",Economic Stability,"Thrive can expand training and reskilling programs tailored to high-growth sectors while increasing outreach to underrepresented communities. By partnering with employers, Thrive can create accessible entry-level opportunities, advancement tracks, and equity-focused workforce initiatives."
,Voices from the Field: Engaging Employers to Connect Young Adults to Good Fit Employment ,"Ranita Jain, Vivian Vázquez, & Amy Blair, The Aspen Institute Economic Opportunities Program","The report highlights workforce development practices based on surveys from professionals in three Generation Work communities, focusing on how they engage employers about job opportunities and workplace practices. It emphasizes the urgent need to connect young adults, especially from marginalized groups, to sustainable employment pathways in a post-pandemic labor market. ","Young adults, particularly Black, Latinx, and Indigenous populations, face disproportionately high disconnection rates from school and work, which worsened during COVID-19. Many of these workers held low-wage service jobs that have since disappeared, leaving them with limited opportunities and financial hardship.","Workforce providers must prioritize helping young adults evaluate employment quality (wages, benefits, scheduling, safety, and career advancement) alongside job placement. Engaging employers more deeply on DEI practices can also help ensure that opportunities are equitable and sustainable. ",Economic Stability,"Thrive can build employer partnerships that prioritize quality job standards while creating transparent pipelines into growth industries for disconnected youth. It can also strengthen its role in DEI by training staff to consistently ask employers about workforce composition, hiring goals, and equitable advancement opportunities."
,Glassdoor Workplace Trends for 2022 ,Daniel Zhao,"The workplace has shifted dramatically due to the pandemic, and 2022 is about adapting to the “new normal.” Employees now hold more power in a tight labor market, which forces companies to rethink hiring, engagement, and workplace culture.","Hiring talent will remain difficult in 2022, with shortages and competition driving challenges. In addition, remote work raises costs while employee burnout and turnover remain high.","CFF can address these challenges by focusing on inclusive hiring, strengthening DEI accountability, and offering career pathways that emphasize growth and retention. Expanding access to remote work opportunities and building strong community connections can also increase talent engagement.",Economic Stability,"Thrive can support CFF by helping design data-driven hiring strategies and employer branding to compete for talent. It can also operationalize solutions by facilitating DEI initiatives, developing virtual training programs, and creating community-building efforts that extend beyond the workplace."
,Social Determinants of Health: Economic Stability ,Florida TaxWatch ,"Economic stability, a key social determinant of health (SDOH), directly impacts access to healthcare, quality of life, and overall well-being. Factors like employment, income, housing stability, and food security shape health outcomes across populations.","Unemployment and underemployment are linked to higher rates of chronic illness, mental health issues, and food insecurity, particularly among children. Lack of access to health benefits such as sick leave, maternity leave, and insurance deepens healthcare inequalities.","CFF can support programs that connect individuals to steady employment and advocate for policies that expand access to employer-based or marketplace insurance. Promoting affordable housing, nutritious food access, and career counseling can strengthen economic stability and improve health equity.",Economic Stability,Thrive can operationalize these solutions by creating partnerships with employers to expand benefit programs and offering workforce training that builds long-term job stability. It can also collaborate with local organizations to address food insecurity and housing challenges while ensuring community members are connected to healthcare resources.
,Homeless Shelters & Their Neighbors: Neighborhood opposition to temporary housing facilities and addressing the homelessness crisis in New York City,Sheena Kang and Jessica Katz,"Homeless shelters are a vital resource in addressing New York City’s homelessness crisis, but public perception and flawed studies have fueled stigma and resistance to their expansion. Despite claims that shelters harm property values, evidence suggests that the issue stems more from stigma than from the shelters themselves.","The IBO study framed homeowners as the injured party, reinforcing stigma against shelters and their residents. Even as the city expands shelters, neighborhood opposition, including lawsuits and protests, creates barriers to implementing effective housing solutions.","CHPC recommends reframing homelessness policy to center on helping New Yorkers exit poverty, rather than prioritizing property value concerns. Further, CFF can advocate for research and education that challenge stigma, while supporting shelter expansion in underserved neighborhoods.",Economic Stability,"Thrive can build community education campaigns to normalize shelters as essential infrastructure, reducing neighborhood opposition. It can also support coalition-building with local leaders, residents, and policymakers to align housing solutions with long-term poverty alleviation goals."
,Strategies to Support Young People’s Access to Public Benefits,"Amelia Coffey, Laura Wagner, Michelle Casas, Heather Hahn","Many young people ages 16–24 transition to adulthood without sufficient resources for food, housing, or health care. Public benefit programs like SNAP, Medicaid, and TANF can provide stability, but many eligible youth struggle to access them.","Barriers include complex eligibility rules, lack of awareness, and administrative burdens that discourage enrollment. These challenges are especially severe for Black and Latinx youth, young parents, and those who have experienced foster care, homelessness, or the justice system.","Promising strategies include targeted youth outreach, benefit navigation, cross-organizational partnerships, simplifying or expanding eligibility, and reducing administrative barriers. Comprehensive service models that combine multiple strategies show the strongest evidence of effectiveness.",Economic Stability,"Thrive can partner with public agencies and nonprofits to provide youth-centered outreach, navigation assistance, and coordinated services. It can also advocate for policy reforms that expand eligibility, streamline applications, and prioritize human-centered administrative practices."
